status,mode,batch_size,n,total_elements,threshold,keep_prob,total_count,iters,avg_ms,logical_gbps,csv
PASS,library_cub_device_select,8,131072,1048576,0,0.5,528812,500,0.0228446,322.096,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/library_cub_device_select_b8_n131072_t0_p0.5_large_versions_latest.csv
PASS,v1,8,131072,1048576,0,0.5,528812,500,0.0294909,249.506,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/v1_b8_n131072_t0_p0.5_large_versions_latest.csv
PASS,v2,8,131072,1048576,0,0.5,528812,500,0.0288145,255.363,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/v2_b8_n131072_t0_p0.5_large_versions_latest.csv
PASS,v3,8,131072,1048576,0,0.5,528812,500,0.0255343,288.168,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/v3_b8_n131072_t0_p0.5_large_versions_latest.csv
PASS,baseline,8,1048576,8388608,0,0.5,4226803,100,57.4565,1.02426,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/baseline_b8_n1048576_t0_p0.5_large_versions_latest.csv
PASS,library_cub_thrust,8,1048576,8388608,0,0.5,4226803,100,0.167288,351.79,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/library_cub_thrust_b8_n1048576_t0_p0.5_large_versions_latest.csv
PASS,library_cub_device_select,8,1048576,8388608,0,0.5,4226803,200,0.0605083,972.598,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/library_cub_device_select_b8_n1048576_t0_p0.5_large_versions_latest.csv
PASS,v1,8,1048576,8388608,0,0.5,4226803,200,0.198194,296.933,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/v1_b8_n1048576_t0_p0.5_large_versions_latest.csv
PASS,v2,8,1048576,8388608,0,0.5,4226803,200,0.160323,367.073,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/v2_b8_n1048576_t0_p0.5_large_versions_latest.csv
PASS,v3,8,1048576,8388608,0,0.5,4226803,200,0.135102,435.598,/home/silenceduke/vscode-project/compact_kernel_lab/reports/benchmark/v3_b8_n1048576_t0_p0.5_large_versions_latest.csv
