category,status,reason,mode,batch_size,n,threshold,keep_prob,total_elements,total_count,iters,avg_ms,logical_gbps,csv
daily_selectivity,PASS,,v4,2,1048576,0,0.01,2097152,1057310,100,0.0252317,583.196,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v4_b2_n1048576_t0_p0.01.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.01,2097152,1057310,100,0.0205187,717.15,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_library_cub_b2_n1048576_t0_p0.01.csv
daily_selectivity,PASS,,v3,2,1048576,0,0.1,2097152,1057310,100,0.0252384,583.04,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v3_b2_n1048576_t0_p0.1.csv
daily_selectivity,PASS,,v4,2,1048576,0,0.1,2097152,1057310,100,0.0252186,583.499,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v4_b2_n1048576_t0_p0.1.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.1,2097152,1057310,100,0.0205424,716.324,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_library_cub_b2_n1048576_t0_p0.1.csv
daily_selectivity,PASS,,v3,2,1048576,0,0.5,2097152,1057310,100,0.025247,582.841,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v3_b2_n1048576_t0_p0.5.csv
daily_selectivity,PASS,,v4,2,1048576,0,0.5,2097152,1057310,100,0.0252195,583.477,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v4_b2_n1048576_t0_p0.5.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.5,2097152,1057310,100,0.020513,717.352,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_library_cub_b2_n1048576_t0_p0.5.csv
daily_selectivity,PASS,,v3,2,1048576,0,0.9,2097152,1057310,100,0.0252435,582.922,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v3_b2_n1048576_t0_p0.9.csv
daily_selectivity,PASS,,v4,2,1048576,0,0.9,2097152,1057310,100,0.0252499,582.774,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v4_b2_n1048576_t0_p0.9.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.9,2097152,1057310,100,0.0205642,715.566,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_library_cub_b2_n1048576_t0_p0.9.csv
daily_selectivity,PASS,,v3,2,1048576,0,0.99,2097152,1057310,100,0.0252227,583.403,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v3_b2_n1048576_t0_p0.99.csv
daily_selectivity,PASS,,v4,2,1048576,0,0.99,2097152,1057310,100,0.0252397,583.011,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v4_b2_n1048576_t0_p0.99.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.99,2097152,1057310,100,0.0205027,717.71,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_library_cub_b2_n1048576_t0_p0.99.csv
daily_selectivity,PASS,,v3,8,1024,0,0.01,8192,4109,100,0.00883872,6.49732,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v3_b8_n1024_t0_p0.01.csv
daily_selectivity,PASS,,v4,8,1024,0,0.01,8192,4109,100,0.0088464,6.49168,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v4_b8_n1024_t0_p0.01.csv
daily_selectivity,PASS,,library_cub,8,1024,0,0.01,8192,4109,100,0.0492192,1.16678,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_library_cub_b8_n1024_t0_p0.01.csv
daily_selectivity,PASS,,v3,8,1024,0,0.1,8192,4109,100,0.00882976,6.50391,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v3_b8_n1024_t0_p0.1.csv
daily_selectivity,PASS,,v4,8,1024,0,0.1,8192,4109,100,0.0088464,6.49168,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v4_b8_n1024_t0_p0.1.csv
daily_selectivity,PASS,,library_cub,8,1024,0,0.1,8192,4109,100,0.0491565,1.16827,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_library_cub_b8_n1024_t0_p0.1.csv
daily_selectivity,PASS,,v3,8,1024,0,0.5,8192,4109,100,0.00885632,6.48441,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v3_b8_n1024_t0_p0.5.csv
daily_selectivity,PASS,,v4,8,1024,0,0.5,8192,4109,100,0.00889152,6.45874,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v4_b8_n1024_t0_p0.5.csv
daily_selectivity,PASS,,library_cub,8,1024,0,0.5,8192,4109,100,0.0492182,1.1668,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_library_cub_b8_n1024_t0_p0.5.csv
daily_selectivity,PASS,,v3,8,1024,0,0.9,8192,4109,100,0.00883136,6.50274,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v3_b8_n1024_t0_p0.9.csv
daily_selectivity,PASS,,v4,8,1024,0,0.9,8192,4109,100,0.00886112,6.4809,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v4_b8_n1024_t0_p0.9.csv
daily_selectivity,PASS,,library_cub,8,1024,0,0.9,8192,4109,100,0.0492637,1.16573,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_library_cub_b8_n1024_t0_p0.9.csv
daily_selectivity,PASS,,v3,8,1024,0,0.99,8192,4109,100,0.00884416,6.49332,reports/benchmark/extended_matrix_fair_cub/daily_selectivity_v3_b8_n1024_t0_p0.99.csv
