category,status,reason,mode,batch_size,n,threshold,keep_prob,total_elements,total_count,iters,avg_ms,logical_gbps,csv
daily_selectivity,PASS,,v3,2,8192,0,0.01,16384,8260,100,0.00884896,12.9923,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n8192_t0_p0.01.csv
daily_selectivity,PASS,,v4,2,8192,0,0.01,16384,8260,100,0.0088352,13.0125,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n8192_t0_p0.01.csv
daily_selectivity,PASS,,library_cub,2,8192,0,0.01,16384,8260,100,0.00832896,13.8034,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n8192_t0_p0.01.csv
daily_selectivity,PASS,,v3,2,8192,0,0.1,16384,8260,100,0.00897408,12.8111,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n8192_t0_p0.1.csv
daily_selectivity,PASS,,v4,2,8192,0,0.1,16384,8260,100,0.00885312,12.9862,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n8192_t0_p0.1.csv
daily_selectivity,PASS,,library_cub,2,8192,0,0.1,16384,8260,100,0.00826592,13.9087,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n8192_t0_p0.1.csv
daily_selectivity,PASS,,v3,2,8192,0,0.5,16384,8260,100,0.00901088,12.7588,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n8192_t0_p0.5.csv
daily_selectivity,PASS,,v4,2,8192,0,0.5,16384,8260,100,0.008856,12.9819,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n8192_t0_p0.5.csv
daily_selectivity,PASS,,library_cub,2,8192,0,0.5,16384,8260,100,0.00839456,13.6955,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n8192_t0_p0.5.csv
daily_selectivity,PASS,,v3,2,8192,0,0.9,16384,8260,100,0.00887232,12.9581,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n8192_t0_p0.9.csv
daily_selectivity,PASS,,v4,2,8192,0,0.9,16384,8260,100,0.00883616,13.0111,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n8192_t0_p0.9.csv
daily_selectivity,PASS,,library_cub,2,8192,0,0.9,16384,8260,100,0.0083504,13.768,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n8192_t0_p0.9.csv
daily_selectivity,PASS,,v3,2,8192,0,0.99,16384,8260,100,0.00885312,12.9862,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n8192_t0_p0.99.csv
daily_selectivity,PASS,,v4,2,8192,0,0.99,16384,8260,100,0.00884032,13.005,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n8192_t0_p0.99.csv
daily_selectivity,PASS,,library_cub,2,8192,0,0.99,16384,8260,100,0.00837056,13.7348,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n8192_t0_p0.99.csv
daily_selectivity,PASS,,v3,2,131072,0,0.01,262144,132036,100,0.012671,145.124,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n131072_t0_p0.01.csv
daily_selectivity,PASS,,v4,2,131072,0,0.01,262144,132036,100,0.0120051,153.174,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n131072_t0_p0.01.csv
daily_selectivity,PASS,,library_cub,2,131072,0,0.01,262144,132036,100,0.00831008,221.282,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n131072_t0_p0.01.csv
daily_selectivity,PASS,,v3,2,131072,0,0.1,262144,132036,100,0.0126906,144.901,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n131072_t0_p0.1.csv
daily_selectivity,PASS,,v4,2,131072,0,0.1,262144,132036,100,0.0120422,152.702,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n131072_t0_p0.1.csv
daily_selectivity,PASS,,library_cub,2,131072,0,0.1,262144,132036,100,0.00830528,221.41,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n131072_t0_p0.1.csv
daily_selectivity,PASS,,v3,2,131072,0,0.5,262144,132036,100,0.0127149,144.624,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n131072_t0_p0.5.csv
daily_selectivity,PASS,,v4,2,131072,0,0.5,262144,132036,100,0.0119277,154.168,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n131072_t0_p0.5.csv
daily_selectivity,PASS,,library_cub,2,131072,0,0.5,262144,132036,100,0.00835008,220.222,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n131072_t0_p0.5.csv
daily_selectivity,PASS,,v3,2,131072,0,0.9,262144,132036,100,0.012664,145.205,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n131072_t0_p0.9.csv
daily_selectivity,PASS,,v4,2,131072,0,0.9,262144,132036,100,0.0120294,152.864,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n131072_t0_p0.9.csv
daily_selectivity,PASS,,library_cub,2,131072,0,0.9,262144,132036,100,0.00832928,220.772,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n131072_t0_p0.9.csv
daily_selectivity,PASS,,v3,2,131072,0,0.99,262144,132036,100,0.0127053,144.733,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n131072_t0_p0.99.csv
daily_selectivity,PASS,,v4,2,131072,0,0.99,262144,132036,100,0.0119584,153.772,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n131072_t0_p0.99.csv
daily_selectivity,PASS,,library_cub,2,131072,0,0.99,262144,132036,100,0.00835072,220.205,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n131072_t0_p0.99.csv
daily_selectivity,PASS,,v3,2,1048576,0,0.01,2097152,1057310,100,0.0252131,583.625,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n1048576_t0_p0.01.csv
daily_selectivity,PASS,,v4,2,1048576,0,0.01,2097152,1057310,100,0.0252429,582.937,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n1048576_t0_p0.01.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.01,2097152,1057310,100,0.0180947,813.221,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n1048576_t0_p0.01.csv
daily_selectivity,PASS,,v3,2,1048576,0,0.1,2097152,1057310,100,0.0252211,583.44,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n1048576_t0_p0.1.csv
daily_selectivity,PASS,,v4,2,1048576,0,0.1,2097152,1057310,100,0.0252522,582.723,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n1048576_t0_p0.1.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.1,2097152,1057310,100,0.018112,812.445,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n1048576_t0_p0.1.csv
daily_selectivity,PASS,,v3,2,1048576,0,0.5,2097152,1057310,100,0.025273,582.243,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n1048576_t0_p0.5.csv
daily_selectivity,PASS,,v4,2,1048576,0,0.5,2097152,1057310,100,0.0252355,583.107,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n1048576_t0_p0.5.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.5,2097152,1057310,100,0.0181338,811.47,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n1048576_t0_p0.5.csv
daily_selectivity,PASS,,v3,2,1048576,0,0.9,2097152,1057310,100,0.0252211,583.44,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n1048576_t0_p0.9.csv
daily_selectivity,PASS,,v4,2,1048576,0,0.9,2097152,1057310,100,0.0252205,583.455,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n1048576_t0_p0.9.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.9,2097152,1057310,100,0.0180189,816.644,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n1048576_t0_p0.9.csv
daily_selectivity,PASS,,v3,2,1048576,0,0.99,2097152,1057310,100,0.0252403,582.996,reports/benchmark/extended_matrix/daily_selectivity_v3_b2_n1048576_t0_p0.99.csv
daily_selectivity,PASS,,v4,2,1048576,0,0.99,2097152,1057310,100,0.025233,583.166,reports/benchmark/extended_matrix/daily_selectivity_v4_b2_n1048576_t0_p0.99.csv
daily_selectivity,PASS,,library_cub,2,1048576,0,0.99,2097152,1057310,100,0.0181139,812.359,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b2_n1048576_t0_p0.99.csv
daily_selectivity,PASS,,v3,8,1024,0,0.01,8192,4109,100,0.00881472,6.51501,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n1024_t0_p0.01.csv
daily_selectivity,PASS,,v4,8,1024,0,0.01,8192,4109,100,0.00884128,6.49544,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n1024_t0_p0.01.csv
daily_selectivity,PASS,,library_cub,8,1024,0,0.01,8192,4109,100,0.00300096,19.1365,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n1024_t0_p0.01.csv
daily_selectivity,PASS,,v3,8,1024,0,0.1,8192,4109,100,0.00885888,6.48254,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n1024_t0_p0.1.csv
daily_selectivity,PASS,,v4,8,1024,0,0.1,8192,4109,100,0.00885472,6.48558,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n1024_t0_p0.1.csv
daily_selectivity,PASS,,library_cub,8,1024,0,0.1,8192,4109,100,0.0029248,19.6348,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n1024_t0_p0.1.csv
daily_selectivity,PASS,,v3,8,1024,0,0.5,8192,4109,100,0.00884224,6.49473,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n1024_t0_p0.5.csv
daily_selectivity,PASS,,v4,8,1024,0,0.5,8192,4109,100,0.00885952,6.48207,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n1024_t0_p0.5.csv
daily_selectivity,PASS,,library_cub,8,1024,0,0.5,8192,4109,100,0.00257536,22.299,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n1024_t0_p0.5.csv
daily_selectivity,PASS,,v3,8,1024,0,0.9,8192,4109,100,0.00882528,6.50722,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n1024_t0_p0.9.csv
daily_selectivity,PASS,,v4,8,1024,0,0.9,8192,4109,100,0.00886016,6.4816,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n1024_t0_p0.9.csv
daily_selectivity,PASS,,library_cub,8,1024,0,0.9,8192,4109,100,0.00279872,20.5194,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n1024_t0_p0.9.csv
daily_selectivity,PASS,,v3,8,1024,0,0.99,8192,4109,100,0.00885088,6.48839,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n1024_t0_p0.99.csv
daily_selectivity,PASS,,v4,8,1024,0,0.99,8192,4109,100,0.00889024,6.45967,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n1024_t0_p0.99.csv
daily_selectivity,PASS,,library_cub,8,1024,0,0.99,8192,4109,100,0.00292608,19.6263,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n1024_t0_p0.99.csv
daily_selectivity,PASS,,v3,8,8192,0,0.01,65536,33124,100,0.00892576,51.5595,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n8192_t0_p0.01.csv
daily_selectivity,PASS,,v4,8,8192,0,0.01,65536,33124,100,0.0088768,51.8439,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n8192_t0_p0.01.csv
daily_selectivity,PASS,,library_cub,8,8192,0,0.01,65536,33124,100,0.0224637,20.4868,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n8192_t0_p0.01.csv
daily_selectivity,PASS,,v3,8,8192,0,0.1,65536,33124,100,0.00888896,51.773,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n8192_t0_p0.1.csv
daily_selectivity,PASS,,v4,8,8192,0,0.1,65536,33124,100,0.0088496,52.0033,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n8192_t0_p0.1.csv
daily_selectivity,PASS,,library_cub,8,8192,0,0.1,65536,33124,100,0.0227322,20.2448,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n8192_t0_p0.1.csv
daily_selectivity,PASS,,v3,8,8192,0,0.5,65536,33124,100,0.00887936,51.829,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n8192_t0_p0.5.csv
daily_selectivity,PASS,,v4,8,8192,0,0.5,65536,33124,100,0.0088896,51.7693,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n8192_t0_p0.5.csv
daily_selectivity,PASS,,library_cub,8,8192,0,0.5,65536,33124,100,0.0229914,20.0166,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n8192_t0_p0.5.csv
daily_selectivity,PASS,,v3,8,8192,0,0.9,65536,33124,100,0.00898368,51.2271,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n8192_t0_p0.9.csv
daily_selectivity,PASS,,v4,8,8192,0,0.9,65536,33124,100,0.0089376,51.4912,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n8192_t0_p0.9.csv
daily_selectivity,PASS,,library_cub,8,8192,0,0.9,65536,33124,100,0.0228272,20.1605,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n8192_t0_p0.9.csv
daily_selectivity,PASS,,v3,8,8192,0,0.99,65536,33124,100,0.00888032,51.8234,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n8192_t0_p0.99.csv
daily_selectivity,PASS,,v4,8,8192,0,0.99,65536,33124,100,0.00887008,51.8832,reports/benchmark/extended_matrix/daily_selectivity_v4_b8_n8192_t0_p0.99.csv
daily_selectivity,PASS,,library_cub,8,8192,0,0.99,65536,33124,100,0.0227738,20.2078,reports/benchmark/extended_matrix/daily_selectivity_library_cub_b8_n8192_t0_p0.99.csv
daily_selectivity,PASS,,v3,8,131072,0,0.01,1048576,528812,100,0.0191174,384.893,reports/benchmark/extended_matrix/daily_selectivity_v3_b8_n131072_t0_p0.01.csv
